MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Location,WindGustDir,WindDir9am,WindDir3pm,RainToday,RainTomorrow
12.0,18.6,0.0,4.0,9.9,70.0,35.0,41.0,35.0,27.0,1003.5,1001.9,1.0,1.0,15.2,17.2,SydneyAirport,W,W,W,No,No
8.9,15.2,0.0,5.6,2.1,35.0,9.0,13.0,65.0,76.0,1007.2,1006.2,6.0,6.0,11.2,13.7,SydneyAirport,NW,WNW,WNW,No,Yes
7.7,18.9,4.6,1.6,9.8,44.0,20.0,15.0,54.0,30.0,1017.1,1016.5,1.0,1.0,12.3,18.1,SydneyAirport,SW,WNW,W,Yes,No
7.4,18.0,0.0,2.6,9.5,39.0,19.0,17.0,52.0,46.0,1025.4,1024.2,1.0,1.0,11.7,16.7,SydneyAirport,WSW,NW,S,No,Yes
8.8,16.5,3.8,2.2,1.7,39.0,13.0,15.0,85.0,86.0,1029.5,1027.4,7.0,7.0,12.4,15.6,SydneyAirport,SSW,NNW,E,Yes,Yes
12.0,16.8,6.2,0.6,1.4,39.0,13.0,15.0,87.0,87.0,1028.9,1026.4,7.0,7.0,14.7,15.5,SydneyAirport,S,WSW,SW,Yes,No
11.5,18.0,0.0,2.4,8.7,39.0,13.0,22.0,70.0,70.0,1026.8,1024.4,2.0,7.0,15.8,17.0,SydneyAirport,SSW,NW,S,No,No
11.8,18.8,0.0,2.4,1.3,46.0,2.0,17.0,79.0,81.0,1025.2,1021.6,7.0,7.0,14.6,17.2,SydneyAirport,ESE,SSE,S,No,Yes
14.6,21.7,72.0,4.8,0.0,39.0,30.0,44.0,95.0,84.0,1015.3,1009.3,8.0,8.0,17.0,19.0,SydneyAirport,NE,NE,NE,Yes,Yes
16.0,20.2,95.6,4.8,0.0,39.0,50.0,61.0,91.0,88.0,1002.6,996.3,8.0,8.0,19.1,19.4,SydneyAirport,ENE,ENE,ENE,Yes,Yes
13.9,18.2,67.8,12.6,2.2,56.0,31.0,31.0,54.0,43.0,999.9,998.4,7.0,7.0,15.1,17.5,SydneyAirport,W,W,W,Yes,No
10.6,19.4,0.2,5.2,3.6,37.0,17.0,24.0,53.0,61.0,1003.9,1002.9,4.0,7.0,15.2,16.4,SydneyAirport,W,N,SW,No,No
10.6,21.7,0.0,1.8,9.3,43.0,20.0,24.0,52.0,36.0,1011.2,1009.1,1.0,1.0,16.6,21.0,SydneyAirport,W,WNW,WNW,No,No
15.1,23.1,0.2,4.8,6.0,57.0,30.0,35.0,61.0,26.0,1006.6,1005.7,7.0,1.0,18.3,22.6,SydneyAirport,WNW,N,NW,No,No
12.4,22.4,0.2,6.2,9.1,39.0,7.0,17.0,64.0,39.0,1017.5,1016.7,1.0,1.0,15.8,20.7,SydneyAirport,W,SSW,WNW,No,No
10.9,20.3,0.0,3.2,8.7,54.0,24.0,26.0,46.0,36.0,1022.4,1020.8,1.0,5.0,15.0,18.7,SydneyAirport,W,NW,WSW,No,No
7.2,18.2,0.0,5.4,8.3,39.0,17.0,13.0,57.0,49.0,1036.1,1035.0,4.0,1.0,10.1,16.1,SydneyAirport,SW,NW,S,No,No
7.4,19.6,0.0,1.0,6.5,28.0,19.0,15.0,52.0,45.0,1038.8,1035.4,5.0,1.0,12.2,19.3,SydneyAirport,NW,NW,N,No,No
9.1,22.2,0.0,2.2,9.6,31.0,11.0,17.0,66.0,36.0,1035.8,1031.4,1.0,4.0,13.8,21.1,SydneyAirport,WNW,NW,W,No,No
8.9,20.6,0.0,3.4,8.2,22.0,11.0,15.0,60.0,42.0,1033.2,1029.7,5.0,3.0,13.0,18.9,SydneyAirport,NW,NW,NNE,No,No
9.4,22.5,0.0,2.2,9.6,28.0,15.0,13.0,70.0,39.0,1025.5,1019.1,1.0,1.0,13.3,21.9,SydneyAirport,N,WNW,N,No,No
11.4,20.5,0.0,3.6,1.4,37.0,17.0,24.0,52.0,55.0,1017.5,1014.1,6.0,7.0,17.1,19.8,SydneyAirport,N,NW,N,No,Yes
14.6,20.8,3.8,3.6,3.4,39.0,13.0,9.0,94.0,78.0,1017.2,1015.5,7.0,6.0,15.6,18.1,SydneyAirport,SSW,NE,S,Yes,No
14.4,20.4,0.2,0.8,0.0,70.0,20.0,24.0,87.0,90.0,1017.2,1010.5,7.0,8.0,15.8,16.7,SydneyAirport,NNE,SSW,E,No,Yes
15.1,20.9,30.8,2.2,3.5,54.0,9.0,31.0,80.0,42.0,999.2,993.9,6.0,6.0,16.8,19.1,SydneyAirport,NW,NNW,WNW,Yes,No
15.0,19.3,0.2,6.0,5.5,57.0,26.0,30.0,43.0,32.0,1002.9,1001.9,7.0,4.0,17.4,18.1,SydneyAirport,NW,NW,WNW,No,No
12.8,20.9,0.0,4.4,9.0,59.0,15.0,37.0,49.0,31.0,1004.7,1005.0,2.0,1.0,17.5,19.0,SydneyAirport,WNW,NNW,W,No,No
9.6,19.5,0.0,5.0,8.2,35.0,17.0,17.0,47.0,36.0,1012.5,1007.1,7.0,4.0,14.7,18.5,SydneyAirport,NNW,NNW,NW,No,No
12.0,17.6,0.0,3.8,6.5,76.0,24.0,56.0,42.0,26.0,1003.8,1003.4,5.0,3.0,16.1,14.5,SydneyAirport,W,NW,WNW,No,No
6.8,13.6,0.0,5.4,9.6,50.0,35.0,28.0,44.0,38.0,1018.2,1018.1,1.0,1.0,8.8,13.4,SydneyAirport,W,W,SSW,No,No
5.4,16.1,0.0,3.6,5.2,41.0,15.0,13.0,56.0,37.0,1020.9,1016.9,6.0,7.0,8.0,15.3,SydneyAirport,W,NW,NW,No,No
8.0,11.6,0.0,2.2,0.0,48.0,28.0,20.0,71.0,76.0,1015.5,1013.6,8.0,8.0,9.3,11.1,SydneyAirport,WSW,WNW,SW,No,Yes
8.7,15.4,2.2,1.4,8.9,56.0,31.0,20.0,48.0,54.0,1022.6,1023.1,1.0,1.0,10.9,15.0,SydneyAirport,WSW,WSW,S,Yes,No
7.3,18.1,0.0,4.0,9.6,35.0,17.0,9.0,58.0,41.0,1028.2,1025.3,1.0,1.0,10.6,17.0,SydneyAirport,WSW,NW,ESE,No,No
5.6,17.8,0.0,1.8,8.5,41.0,17.0,19.0,60.0,26.0,1021.1,1014.9,1.0,7.0,9.7,15.9,SydneyAirport,NNW,NW,NNW,No,No
8.9,16.4,0.0,4.0,8.5,56.0,15.0,28.0,52.0,39.0,1015.5,1016.2,7.0,1.0,11.4,15.5,SydneyAirport,NW,NW,WSW,No,No
7.8,18.3,0.0,2.8,9.5,41.0,19.0,13.0,53.0,35.0,1025.4,1023.0,1.0,1.0,12.3,17.7,SydneyAirport,WSW,W,WSW,No,No
6.1,18.0,0.0,3.6,9.5,30.0,19.0,11.0,60.0,35.0,1026.5,1022.5,1.0,0.0,10.6,17.7,SydneyAirport,NW,NW,NW,No,No
6.3,15.8,0.0,3.4,7.5,26.0,19.0,6.0,68.0,47.0,1020.8,1016.1,5.0,7.0,9.4,15.0,SydneyAirport,NW,NW,NNW,No,Yes
8.2,19.1,4.2,0.6,5.8,43.0,15.0,28.0,94.0,51.0,1011.9,1005.8,8.0,2.0,10.4,18.8,SydneyAirport,NW,NW,NW,Yes,No
9.7,18.4,0.2,4.4,4.8,69.0,28.0,37.0,47.0,46.0,1003.9,1003.0,6.0,6.0,13.5,15.8,SydneyAirport,WSW,NW,W,No,Yes
12.8,17.2,35.2,6.4,1.6,69.0,44.0,31.0,74.0,93.0,1014.9,1016.2,7.0,7.0,16.4,14.3,SydneyAirport,SW,S,SW,Yes,Yes
12.7,17.6,21.6,4.8,0.0,37.0,11.0,15.0,91.0,96.0,1019.7,1018.4,8.0,8.0,13.8,13.7,SydneyAirport,S,WNW,SSW,Yes,Yes
8.8,16.7,21.8,0.6,5.2,35.0,13.0,15.0,82.0,74.0,1023.3,1022.2,3.0,5.0,12.3,16.1,SydneyAirport,S,WSW,S,Yes,Yes
10.7,19.0,2.0,1.8,7.3,30.0,13.0,15.0,80.0,53.0,1025.0,1021.0,3.0,3.0,14.1,18.4,SydneyAirport,NNE,NW,NE,Yes,No
13.1,19.6,0.0,3.2,0.3,65.0,28.0,39.0,62.0,44.0,1014.9,1009.7,7.0,7.0,16.0,19.3,SydneyAirport,NW,NNW,NNW,No,No
11.5,21.4,0.0,1.2,7.8,65.0,20.0,44.0,41.0,12.0,1009.9,1006.8,6.0,7.0,17.0,19.6,SydneyAirport,WNW,NW,NW,No,No
9.6,14.5,0.0,8.0,9.8,39.0,46.0,39.0,30.0,23.0,1017.6,1020.1,3.0,7.0,11.3,13.2,SydneyAirport,WNW,WNW,W,No,No
5.7,17.3,0.0,5.2,9.6,43.0,22.0,15.0,45.0,25.0,1029.5,1025.8,7.0,2.0,10.2,17.1,SydneyAirport,WSW,WNW,W,No,No
6.4,17.1,0.0,3.0,9.5,31.0,19.0,13.0,49.0,41.0,1030.3,1027.4,1.0,2.0,10.8,15.8,SydneyAirport,W,NW,SE,No,No
7.0,17.4,0.0,1.8,4.7,30.0,13.0,17.0,64.0,78.0,1033.2,1030.2,2.0,7.0,10.5,16.1,SydneyAirport,SSW,NW,S,No,No
10.0,20.1,0.0,1.8,3.2,24.0,13.0,15.0,91.0,66.0,1031.2,1026.9,7.0,7.0,14.3,19.0,SydneyAirport,WNW,NW,NE,No,No
9.9,25.3,0.0,1.2,8.9,37.0,13.0,24.0,79.0,39.0,1024.4,1019.4,1.0,0.0,14.4,24.5,SydneyAirport,NW,WNW,WNW,No,No
14.2,25.7,0.0,3.2,6.2,26.0,9.0,0.0,69.0,46.0,1021.5,1018.7,7.0,5.0,18.2,25.1,SydneyAirport,NNE,NNW,SE,No,Yes
15.9,16.8,11.2,2.4,0.0,54.0,24.0,15.0,98.0,94.0,1019.7,1018.2,8.0,8.0,16.1,16.2,SydneyAirport,SSE,S,SW,Yes,Yes
14.4,19.8,13.2,1.8,2.6,39.0,15.0,7.0,97.0,91.0,1019.7,1016.0,7.0,5.0,15.4,16.6,SydneyAirport,SW,WSW,SW,Yes,No
12.1,27.0,0.8,0.2,7.4,59.0,24.0,31.0,64.0,42.0,1008.6,1000.5,6.0,4.0,19.6,26.6,SydneyAirport,NW,N,NNW,No,Yes
14.8,18.7,4.0,7.6,10.0,70.0,44.0,37.0,28.0,26.0,1004.2,1004.1,1.0,1.0,15.4,17.6,SydneyAirport,WNW,W,WNW,Yes,No
7.0,15.3,0.0,4.0,5.4,41.0,20.0,20.0,50.0,29.0,1015.8,1012.0,7.0,2.0,8.8,15.0,SydneyAirport,WNW,WNW,NNW,No,No
7.4,18.8,0.0,4.0,9.9,52.0,28.0,24.0,40.0,25.0,1012.4,1011.5,1.0,1.0,13.8,17.5,SydneyAirport,WNW,NW,WNW,No,No
9.2,18.7,0.0,4.8,9.9,46.0,13.0,20.0,40.0,43.0,1014.6,1012.9,1.0,1.0,15.8,17.1,SydneyAirport,WNW,N,E,No,No
10.9,19.6,0.0,5.4,10.1,61.0,24.0,33.0,44.0,33.0,1012.0,1013.4,2.0,3.0,15.8,17.7,SydneyAirport,WNW,NW,W,No,No
7.9,20.4,0.0,4.0,10.1,50.0,20.0,13.0,48.0,30.0,1024.0,1020.3,1.0,0.0,12.7,19.5,SydneyAirport,WSW,WSW,NW,No,No
7.3,19.7,0.0,4.0,10.1,52.0,24.0,20.0,54.0,28.0,1022.9,1017.8,1.0,2.0,11.0,19.1,SydneyAirport,WSW,WNW,WNW,No,No
8.3,18.4,0.0,4.2,10.0,35.0,17.0,15.0,53.0,57.0,1023.0,1020.2,1.0,3.0,12.6,16.5,SydneyAirport,WNW,WNW,SSE,No,No
10.7,21.0,0.0,2.8,3.2,28.0,9.0,11.0,76.0,34.0,1017.9,1015.0,7.0,2.0,12.0,20.5,SydneyAirport,NW,WNW,NW,No,No
9.9,18.6,0.0,2.2,0.7,22.0,11.0,11.0,57.0,55.0,1016.9,1012.9,6.0,8.0,15.4,16.5,SydneyAirport,NW,N,WSW,No,No
11.5,15.2,1.0,1.0,0.9,57.0,15.0,35.0,73.0,86.0,1013.8,1013.9,7.0,8.0,13.7,12.6,SydneyAirport,SSW,W,SSW,No,Yes
10.5,15.0,16.0,2.6,0.2,74.0,28.0,30.0,84.0,86.0,1018.2,1017.8,8.0,8.0,13.4,13.3,SydneyAirport,S,S,S,Yes,Yes
11.0,17.2,42.0,9.4,8.5,70.0,41.0,31.0,58.0,61.0,1024.0,1025.3,6.0,7.0,14.9,14.9,SydneyAirport,S,SSE,SSE,Yes,Yes
10.1,14.5,7.0,3.2,2.7,46.0,22.0,30.0,91.0,79.0,1030.5,1028.2,6.0,6.0,11.5,13.8,SydneyAirport,SSW,WSW,SSW,Yes,Yes
9.3,15.4,3.6,2.6,2.2,37.0,11.0,19.0,78.0,68.0,1028.9,1026.7,7.0,7.0,11.6,15.0,SydneyAirport,SSW,NW,SSE,Yes,No
10.3,16.7,0.0,0.6,2.6,33.0,15.0,11.0,75.0,62.0,1027.3,1024.6,7.0,6.0,13.0,15.8,SydneyAirport,WNW,NW,SE,No,No
8.6,18.1,0.0,2.6,10.8,24.0,17.0,15.0,65.0,55.0,1026.1,1022.8,1.0,1.0,12.7,17.2,SydneyAirport,WNW,WNW,SSE,No,No
8.4,19.9,0.0,2.0,6.9,31.0,17.0,22.0,66.0,52.0,1023.0,1017.8,5.0,7.0,12.9,18.4,SydneyAirport,NE,WNW,NE,No,No
12.2,26.7,0.0,4.8,9.2,43.0,17.0,24.0,42.0,28.0,1015.5,1011.2,3.0,3.0,19.9,25.6,SydneyAirport,NNW,NNW,NNW,No,No
12.1,20.3,0.0,6.2,10.6,56.0,19.0,30.0,35.0,31.0,1018.4,1017.1,1.0,1.0,16.0,18.4,SydneyAirport,WNW,WNW,WSW,No,No
7.4,19.8,0.0,6.4,8.6,39.0,19.0,15.0,46.0,24.0,1024.2,1019.7,0.0,7.0,11.4,19.2,SydneyAirport,W,WNW,NNW,No,No
8.0,20.6,0.0,3.2,10.6,50.0,30.0,24.0,42.0,29.0,1022.2,1020.0,1.0,2.0,13.8,19.6,SydneyAirport,WSW,WSW,W,No,No
8.9,18.4,0.0,5.4,10.5,43.0,19.0,17.0,45.0,57.0,1027.4,1027.2,1.0,1.0,15.2,17.7,SydneyAirport,SSW,W,SSE,No,No
8.9,21.4,0.0,3.2,10.1,31.0,13.0,24.0,58.0,46.0,1032.5,1029.5,1.0,1.0,15.1,20.4,SydneyAirport,NE,NW,NE,No,No
9.9,21.7,0.0,4.0,10.5,31.0,13.0,24.0,66.0,51.0,1030.9,1025.4,0.0,0.0,15.4,21.1,SydneyAirport,NNE,NW,NE,No,No
10.9,24.1,0.0,3.8,10.2,30.0,17.0,17.0,53.0,40.0,1026.2,1021.9,1.0,6.0,16.0,21.9,SydneyAirport,NW,NW,E,No,No
10.7,23.7,0.0,4.6,10.5,37.0,7.0,28.0,48.0,30.0,1024.2,1020.3,1.0,1.0,18.1,22.9,SydneyAirport,NNE,NNW,NE,No,No
10.6,24.7,0.0,4.8,10.0,39.0,11.0,28.0,52.0,32.0,1019.9,1013.6,0.0,6.0,16.4,22.4,SydneyAirport,W,NW,NNW,No,No
10.0,18.4,0.4,6.6,10.7,67.0,13.0,19.0,49.0,34.0,1017.6,1015.2,1.0,3.0,14.5,17.5,SydneyAirport,WSW,N,SE,No,No
8.1,20.7,0.0,5.2,10.7,41.0,20.0,11.0,42.0,29.0,1019.9,1016.3,1.0,1.0,13.8,19.6,SydneyAirport,SW,WNW,W,No,No
9.5,15.6,0.0,3.0,0.2,52.0,11.0,20.0,57.0,72.0,1016.9,1015.2,7.0,7.0,12.6,12.1,SydneyAirport,WSW,NW,WNW,No,Yes
8.2,16.1,2.4,0.6,6.8,48.0,20.0,31.0,62.0,66.0,1014.2,1013.4,1.0,7.0,13.5,14.9,SydneyAirport,SSW,WNW,SSW,Yes,Yes
12.2,14.5,3.6,3.2,0.0,61.0,24.0,13.0,83.0,96.0,1013.2,1007.8,8.0,8.0,13.1,13.1,SydneyAirport,S,SSW,SSE,Yes,Yes
9.0,17.1,53.0,5.2,6.7,48.0,30.0,22.0,69.0,51.0,1010.3,1010.5,7.0,3.0,11.3,15.0,SydneyAirport,WSW,WSW,S,Yes,No
7.0,15.4,0.0,4.6,7.8,50.0,20.0,28.0,57.0,57.0,1018.8,1017.5,7.0,7.0,10.9,14.8,SydneyAirport,SSW,WSW,S,No,Yes
7.5,20.4,2.4,2.8,10.7,37.0,15.0,17.0,48.0,29.0,1023.4,1020.0,1.0,1.0,13.7,19.1,SydneyAirport,W,W,NE,Yes,No
8.3,19.3,0.0,3.8,10.7,33.0,22.0,13.0,43.0,45.0,1022.8,1020.9,1.0,2.0,13.4,17.4,SydneyAirport,WNW,WNW,SSE,No,No
8.7,20.5,0.0,4.0,6.1,24.0,17.0,11.0,51.0,33.0,1027.3,1024.9,7.0,7.0,14.3,18.6,SydneyAirport,NW,WNW,NW,No,No
11.4,21.5,0.0,3.2,4.4,39.0,15.0,20.0,65.0,54.0,1026.9,1022.8,7.0,6.0,14.7,20.4,SydneyAirport,NE,NW,NNE,No,No
14.1,24.8,0.0,4.8,2.3,59.0,24.0,30.0,58.0,50.0,1018.5,1013.5,7.0,7.0,19.4,22.3,SydneyAirport,NNW,N,NNW,No,No
12.1,23.2,0.0,4.6,9.2,37.0,11.0,22.0,60.0,46.0,1020.2,1015.1,2.0,3.0,17.8,20.9,SydneyAirport,ENE,WNW,E,No,Yes
14.5,19.1,11.6,6.2,0.0,37.0,17.0,19.0,98.0,97.0,1011.5,1006.1,8.0,8.0,15.4,15.4,SydneyAirport,NNE,S,S,Yes,Yes
15.1,20.9,26.0,2.2,9.1,76.0,37.0,37.0,43.0,36.0,998.1,1004.6,4.0,5.0,19.1,20.6,SydneyAirport,WNW,WNW,W,Yes,No
9.6,19.3,0.0,5.6,10.9,37.0,9.0,15.0,57.0,32.0,1021.6,1022.0,1.0,1.0,14.7,17.9,SydneyAirport,WSW,SW,ESE,No,No
9.4,21.3,0.0,3.4,11.1,33.0,19.0,20.0,50.0,44.0,1030.3,1027.0,0.0,0.0,14.7,19.7,SydneyAirport,NW,NW,E,No,No
10.4,22.7,0.0,5.0,10.8,31.0,13.0,24.0,61.0,50.0,1030.2,1026.1,0.0,0.0,16.3,21.0,SydneyAirport,NE,NW,ENE,No,No
14.1,21.7,0.0,3.2,8.2,33.0,7.0,20.0,80.0,52.0,1031.6,1029.2,6.0,3.0,17.4,21.0,SydneyAirport,E,WNW,E,No,No
15.4,23.0,0.0,3.8,7.1,54.0,20.0,35.0,66.0,59.0,1029.5,1024.6,7.0,5.0,19.7,22.1,SydneyAirport,NE,NNE,NE,No,No
15.3,24.8,0.0,5.0,8.9,59.0,2.0,35.0,56.0,57.0,1021.8,1015.6,6.0,4.0,20.7,22.5,SydneyAirport,NE,SSW,NE,No,Yes
14.1,23.4,1.6,7.4,9.3,69.0,31.0,33.0,48.0,28.0,1012.2,1011.0,2.0,7.0,18.5,22.1,SydneyAirport,NNE,NNW,WNW,Yes,No
11.9,19.5,0.0,6.2,8.7,28.0,15.0,19.0,51.0,55.0,1019.1,1017.1,1.0,6.0,15.9,17.5,SydneyAirport,SE,W,SE,No,No
12.3,21.4,0.0,4.2,9.7,30.0,13.0,24.0,45.0,52.0,1021.4,1018.4,3.0,3.0,17.2,18.5,SydneyAirport,ENE,W,ENE,No,No
16.1,19.4,0.0,5.6,1.5,39.0,20.0,17.0,80.0,78.0,1021.4,1017.9,8.0,7.0,16.9,18.0,SydneyAirport,SSW,SSW,S,No,Yes
16.3,24.9,2.4,1.8,3.9,44.0,17.0,22.0,83.0,47.0,1013.9,1007.9,8.0,7.0,18.7,24.5,SydneyAirport,NNW,NNW,NNW,Yes,No
14.8,22.8,0.0,6.6,8.1,69.0,43.0,43.0,29.0,27.0,1009.2,1007.6,1.0,7.0,17.7,21.8,SydneyAirport,NW,NW,WNW,No,No
14.2,22.7,0.2,6.8,8.5,50.0,24.0,31.0,58.0,31.0,1016.6,1015.7,6.0,3.0,16.8,21.1,SydneyAirport,WSW,W,W,No,No
11.1,22.6,0.0,5.4,8.8,37.0,9.0,28.0,48.0,37.0,1022.0,1017.5,1.0,7.0,17.9,20.3,SydneyAirport,ENE,NW,NE,No,No
14.1,18.1,0.0,6.6,0.0,28.0,13.0,9.0,58.0,87.0,1012.4,1005.8,8.0,8.0,15.4,15.3,SydneyAirport,W,W,NNW,No,Yes
13.0,21.7,11.0,1.0,10.1,61.0,35.0,24.0,54.0,32.0,1008.7,1008.7,1.0,1.0,18.1,21.2,SydneyAirport,WSW,W,WSW,Yes,No
9.6,21.5,0.0,6.4,8.7,31.0,22.0,22.0,48.0,38.0,1018.9,1015.8,7.0,7.0,14.9,19.3,SydneyAirport,W,W,ENE,No,No
14.3,22.3,0.0,4.8,2.9,35.0,15.0,17.0,51.0,73.0,1012.4,1007.3,7.0,8.0,18.1,18.0,SydneyAirport,N,NW,NNE,No,No
12.8,19.7,1.0,4.0,4.1,52.0,20.0,24.0,55.0,64.0,1007.0,1006.0,3.0,7.0,17.5,17.3,SydneyAirport,WSW,WSW,W,No,Yes
14.4,19.3,1.4,3.0,8.2,67.0,43.0,35.0,59.0,60.0,1011.4,1010.7,6.0,2.0,17.7,18.9,SydneyAirport,SSW,SW,SSW,Yes,No
12.5,22.2,0.0,4.8,10.1,28.0,9.0,19.0,63.0,61.0,1012.6,1007.7,1.0,1.0,18.2,20.9,SydneyAirport,WNW,SW,E,No,Yes
14.2,20.8,4.2,5.2,2.1,41.0,13.0,28.0,64.0,69.0,1006.4,1006.2,7.0,7.0,17.9,16.6,SydneyAirport,S,NW,SSW,Yes,Yes
11.9,19.2,5.6,4.2,10.1,43.0,24.0,20.0,45.0,48.0,1013.1,1009.0,1.0,1.0,15.3,18.4,SydneyAirport,SW,WSW,SE,Yes,No
10.6,23.3,0.0,6.2,9.7,65.0,28.0,44.0,36.0,24.0,1009.3,1007.0,2.0,2.0,18.6,19.6,SydneyAirport,WSW,N,SW,No,No
9.4,20.1,0.0,7.2,11.4,41.0,11.0,17.0,43.0,39.0,1014.5,1011.2,1.0,1.0,17.1,19.5,SydneyAirport,WSW,WNW,ESE,No,Yes
12.5,23.5,2.2,5.4,4.2,57.0,17.0,30.0,83.0,49.0,1000.6,993.6,8.0,2.0,15.1,22.6,SydneyAirport,NW,N,NNW,Yes,No
13.1,20.2,0.6,7.2,8.6,63.0,31.0,41.0,35.0,36.0,998.9,997.8,6.0,3.0,17.2,17.0,SydneyAirport,NW,NNW,NNW,No,No
12.4,22.5,0.0,7.4,10.4,76.0,43.0,46.0,34.0,31.0,1005.0,1005.6,3.0,3.0,19.7,21.0,SydneyAirport,NW,WNW,WNW,No,No
11.9,26.6,0.0,8.0,11.1,43.0,13.0,26.0,45.0,33.0,1012.9,1007.9,0.0,0.0,18.2,24.8,SydneyAirport,NE,NW,NE,No,No
17.9,27.0,0.0,9.0,8.3,80.0,22.0,44.0,41.0,8.0,999.1,997.9,7.0,7.0,22.0,23.3,SydneyAirport,WNW,NE,NW,No,No
12.0,24.5,0.0,10.2,11.1,39.0,26.0,39.0,30.0,22.0,1007.7,1003.6,1.0,1.0,18.2,22.9,SydneyAirport,NW,NW,WNW,No,No
10.9,24.2,0.0,11.0,11.0,70.0,31.0,35.0,32.0,12.0,1016.4,1013.4,0.0,1.0,14.6,22.9,SydneyAirport,WNW,W,W,No,No
13.4,28.9,0.0,7.6,11.1,54.0,9.0,22.0,30.0,15.0,1019.0,1016.6,4.0,8.0,20.4,27.8,SydneyAirport,WSW,NW,W,No,No
16.4,31.4,0.0,8.6,9.3,48.0,15.0,26.0,38.0,16.0,1020.8,1015.4,7.0,5.0,22.7,30.7,SydneyAirport,WNW,WNW,NW,No,No
18.2,19.6,0.0,10.0,7.4,65.0,35.0,39.0,74.0,62.0,1016.3,1017.8,6.0,5.0,19.5,18.0,SydneyAirport,S,S,S,No,No
13.4,27.3,0.0,7.4,8.4,63.0,11.0,35.0,50.0,36.0,1022.9,1017.9,7.0,7.0,17.8,21.6,SydneyAirport,NE,WNW,NNE,No,No
17.1,34.3,0.0,8.4,6.6,76.0,26.0,30.0,31.0,24.0,1007.3,1004.5,6.0,7.0,26.8,31.8,SydneyAirport,WSW,N,SSW,No,Yes
12.4,19.0,3.6,10.2,11.4,59.0,39.0,20.0,33.0,26.0,1013.7,1013.1,1.0,3.0,14.9,18.1,SydneyAirport,WSW,W,SSE,Yes,No
9.7,23.3,0.0,6.6,9.3,39.0,22.0,22.0,41.0,32.0,1016.4,1012.4,1.0,5.0,14.9,19.6,SydneyAirport,WSW,W,E,No,Yes
12.3,17.2,6.0,7.4,7.9,65.0,37.0,43.0,64.0,80.0,1021.4,1022.4,2.0,7.0,13.9,14.1,SydneyAirport,SSW,SSW,SSE,Yes,No
8.4,20.3,0.2,8.2,11.6,35.0,11.0,19.0,53.0,34.0,1025.9,1023.1,1.0,1.0,15.5,19.4,SydneyAirport,SSW,WSW,SE,No,No
10.9,26.3,0.0,5.6,12.2,56.0,19.0,31.0,50.0,29.0,1023.0,1017.3,0.0,0.0,17.1,24.1,SydneyAirport,NE,NW,NE,No,No
15.8,28.9,0.0,10.0,11.0,63.0,24.0,39.0,29.0,34.0,1014.5,1008.2,0.0,1.0,22.7,26.6,SydneyAirport,NE,N,NE,No,No
18.7,19.3,0.0,11.8,2.4,50.0,35.0,20.0,54.0,77.0,1006.3,1008.5,7.0,7.0,18.8,15.3,SydneyAirport,W,WSW,NW,No,Yes
11.2,26.6,3.0,3.0,12.2,56.0,20.0,30.0,35.0,20.0,1014.4,1010.7,1.0,3.0,18.1,24.4,SydneyAirport,NW,NNW,NW,Yes,No
15.5,23.4,0.0,11.0,11.1,46.0,20.0,24.0,32.0,30.0,1018.1,1017.1,3.0,2.0,17.8,19.9,SydneyAirport,WSW,W,SSE,No,No
14.8,23.2,0.0,8.0,10.3,57.0,24.0,37.0,42.0,46.0,1024.4,1021.3,6.0,5.0,20.1,20.6,SydneyAirport,NE,NE,NE,No,No
15.8,27.1,0.0,7.4,8.4,56.0,24.0,35.0,58.0,55.0,1018.8,1012.4,5.0,7.0,20.7,23.9,SydneyAirport,NW,N,NE,No,Yes
15.6,17.6,14.0,8.4,4.1,52.0,22.0,37.0,93.0,80.0,1009.7,1010.2,7.0,7.0,16.1,15.8,SydneyAirport,WSW,S,S,Yes,Yes
10.1,16.9,1.4,4.8,10.4,67.0,39.0,37.0,52.0,54.0,1018.2,1017.7,7.0,2.0,13.8,16.4,SydneyAirport,SSW,SW,S,Yes,No
9.9,18.7,0.6,5.8,12.4,37.0,20.0,28.0,44.0,45.0,1019.5,1016.6,1.0,1.0,15.1,17.8,SydneyAirport,S,SW,SSE,No,No
11.6,25.4,0.0,6.8,12.3,41.0,13.0,26.0,53.0,40.0,1018.9,1014.1,7.0,1.0,17.6,23.6,SydneyAirport,NNE,NW,NE,No,No
14.6,28.3,0.0,7.8,8.5,39.0,15.0,28.0,40.0,22.0,1016.6,1012.7,7.0,7.0,20.0,26.7,SydneyAirport,NE,NW,ENE,No,No
17.3,22.2,0.0,8.0,6.2,52.0,30.0,30.0,71.0,67.0,1015.7,1015.8,4.0,7.0,19.6,19.3,SydneyAirport,S,SSE,SSE,No,No
14.7,20.1,0.6,4.6,0.5,35.0,11.0,9.0,72.0,58.0,1020.6,1018.5,8.0,8.0,16.6,18.5,SydneyAirport,SSE,W,SE,No,Yes
16.3,25.5,4.2,1.6,7.9,48.0,13.0,35.0,81.0,62.0,1019.9,1017.4,6.0,5.0,19.9,23.3,SydneyAirport,NNE,NW,ENE,Yes,No
